AD-005	YER068W
YMR124W	YLR031W
YMR125W	YPL178W
YMR127C	YDR181C
YMR127C	YJL115W
YMR127C	YMR127C
YMR127C	YPR018W
YMR128W	YML093W
YMR129W	YJL057C
YMR129W	YJL074C
YMR129W	YMR153W
YMR133W	YER044C-A
YMR133W	YHR157W
YMR133W	YJR021C
YMR133W	YMR133W
YMR135C	YCL039W
YMR137C	YER129W
YMR138W	YBR189W
YMR138W	YBR284W
YMR138W	YDL117W
YMR138W	YDR087C
YMR138W	YDR381W
YMR138W	YGL172W
YMR138W	YHR141C
YMR138W	YLR109W
YMR138W	YNL301C
YMR138W	YNR035C
YMR138W	YNR050C
YMR138W	YOL056W
YMR138W	YOR070C
YMR138W	YPL241C
YMR139W	YDR207C
YMR139W	YER099C
YMR139W	YHL011C
YMR139W	YJR094C
YMR139W	YOL061W
YMR140W	YOR047C
YMR143W	YKL082C
YMR144W	YMR077C
YMR144W	YOL069W
YMR146C	YDR429C
YMR146C	YOR361C
YMR146C	YPL105C
YMR153W	YDL088C
YMR153W	YLR324W
YMR153W	YMR153W
YMR154C	YLR025W
YMR159C	YBR217W
YMR159C	YMR159C
YMR159C	YPL149W
YMR163C	YDL065C
YMR163C	YOR326W
YMR167W	YBR088C
YMR167W	YLR035C
YMR167W	YMR190C
YMR167W	YNL082W
YMR167W	YOL043C
YMR167W	YOR033C
YMR167W	YPL164C
YMR168C	YDL076C
YMR168C	YDR504C
YMR168C	YER158C
YMR168C	YGL066W
YMR168C	YJL110C
YMR168C	YKL090W
YMR170C	YMR170C
YMR172W	YKL062W
YMR172W	YLR113W
YMR172W	YMR037C
YMR183C	YHR161C
YMR183C	YHR171W
YMR183C	YKL196C
YMR183C	YLR268W
YMR183C	YOR106W
YMR184W	tcag7.1178
YMR185W	YKL068W
YMR185W	YMR047C
YMR186W	YDR214W
YMR186W	YJL146W
YMR186W	YNL281W
YMR186W	YOL029C
YMR188C	YHR192W
YMR188C	YJR147W
YMR188C	YKL138C-A
YMR188C	YLR026C
YMR188C	YMR188C
YMR188C	YOR106W
YMR190C	YAR007C
YMR190C	YDL064W
YMR190C	YDR510W
YMR190C	YLR234W
YMR190C	YMR167W
YMR190C	YPL153C
YMR192W	YCR048W
YMR192W	YGR059W
YMR192W	YHL010C
YMR192W	YJR134C
YMR192W	YLR223C
YMR192W	YMR235C
YMR192W	YPL074W
YMR192W	YPL249C
YMR194W	YKL172W
YMR194W	YOL041C
YMR197C	YDL056W
YMR197C	YJR125C
YMR198W	YAL047C
YMR198W	YAR018C
YMR198W	YDR229W
YMR198W	YER018C
YMR198W	YFL023W
YMR198W	YGL025C
YMR198W	YGR089W
YMR198W	YJR112W
YMR198W	YKL138C-A
YMR198W	YKR054C
YMR198W	YLR025W
YMR198W	YML104C
YMR198W	YMR077C
YMR198W	YNL153C
YMR198W	YOL069W
YMR198W	YOR259C
YMR198W	YPL018W
YMR198W	YPR141C
YMR199W	YDR480W
YMR199W	YPL049C
YMR204C	YDL077C
YMR204C	YDR329C
YMR204C	YJL185C
YMR204C	YLR314C
YMR204C	YLR324W
YMR204C	YNL214W
YMR204C	YPL112C
YMR210W	YKL142W
YMR213W	YDR416W
YMR213W	YLL036C
YMR213W	YLR117C
YMR213W	YLR423C
YMR213W	YMR213W
YMR217W	HUSSY-22
YMR217W	YDR098C
YMR217W	YER174C
YMR218C	YEL048C
YMR218C	YER031C
YMR218C	YFL038C
YMR218C	YKL103C
YMR219W	YDR227W
YMR219W	YDR510W
YMR224C	YDL042C
YMR224C	YDL064W
YMR224C	YDR369C
YMR224C	YDR510W
YMR224C	YGR056W
YMR224C	YJL092W
YMR224C	YLR357W
YMR224C	YMR224C
YMR224C	YNL250W
YMR224C	YOR156C
YMR227C	YDL070W
YMR227C	YGL112C
YMR227C	YJL029C
YMR227C	YLR399C
YMR227C	YNL084C
YMR227C	YPR155C
YMR229C	YDR060W
YMR231W	YAL002W
YMR231W	YDL077C
YMR231W	YDR080W
YMR231W	YDR323C
YMR231W	YDR495C
YMR231W	YKR014C
YMR231W	YLR148W
YMR231W	YLR396C
YMR231W	YML001W
YMR231W	YMR231W
YMR231W	YNL304W
YMR231W	YOR089C
YMR231W	YPL045W
YMR232W	YCR009C
YMR233W	YDR510W
YMR235C	YDR393W
YMR236W	YGL112C
YMR236W	YOR128C
YMR239C	YHR089C
YMR239C	YIL104C
YMR239C	YJL148W
YMR239C	YJR063W
YMR239C	YMR239C
YMR240C	YBR112C
YMR240C	YER172C
YMR240C	YGL035C
YMR240C	YKL074C
YMR240C	YLR090W
YMR240C	YLR117C
YMR240C	YMR288W
YMR240C	YOR319W
YMR240C	YPL016W
YMR243C	YKL142W
YMR255W	YGL122C
YMR255W	YMR255W
YMR255W	YMR273C
YMR255W	YOR046C
YMR257C	YDL044C
YMR257C	YER125W
YMR257C	YGR222W
YMR258C	YKR014C
YMR260C	YAL035W
YMR267W	YGL153W
YMR267W	YGR239C
YMR267W	YKR026C
YMR269W	YKR026C
YMR270C	YBL025W
YMR270C	YER148W
YMR270C	YJL025W
YMR273C	YDL042C
YMR273C	YDR227W
YMR273C	YLR442C
YMR273C	YML109W
YMR275C	YBR102C
YMR275C	YER125W
YMR275C	YKL138C-A
YMR275C	YLR026C
YMR275C	YMR168C
YMR275C	YOL069W
YMR275C	YPR155C
YMR276W	YBL057C
YMR276W	YDL190C
YMR276W	YEL001C
YMR276W	YFL010C
YMR276W	YLL039C
YMR276W	YMR276W
YMR276W	YOR042W
YMR277W	YAL047C
YMR277W	YDR180W
YMR277W	YGL086W
YMR277W	YGR094W
YMR277W	YHR158C
YMR277W	YHR206W
YMR277W	YJL029C
YMR277W	YJL036W
YMR277W	YJL207C
YMR277W	YJR082C
YMR277W	YMR077C
YMR277W	YMR198W
YMR277W	YOL069W
YMR277W	YOR223W
YMR277W	YPL018W
YMR280C	YGR059W
YMR280C	YJL089W
YMR280C	YJR021C
YMR280C	YMR280C
YMR280C	YOR047C
YMR284W	YDR227W
YMR289W	YOL083W
YMR290C	YDL031W
YMR290C	YDR060W
YMR290C	YER126C
YMR290C	YFR001W
YMR290C	YKL172W
YMR290C	YMR049C
YMR290C	YMR290C
YMR290C	YNL002C
YMR290C	YNL110C
YMR290C	YNR053C
YMR290C	YPL043W
YMR294W	YBL105C
YMR294W	YDR106W
YMR294W	YDR130C
YMR294W	YDR295C
YMR294W	YDR425W
YMR294W	YER018C
YMR294W	YGL093W
YMR294W	YHR080C
YMR294W	YHR129C
YMR294W	YJL049W
YMR294W	YLL049W
YMR294W	YML104C
YMR294W	YMR294W
YMR294W	YNL091W
YMR294W	YOL088C
YMR294W	YOR124C
YMR294W	YPL174C
YMR294W	YPR018W
YMR294W	YPR155C
YMR298W	YHL003C
YMR298W	YKL008C
YMR298W	YPL094C
YMR300C	LA16c-358B7.1
YMR300C	YMR300C
YMR303C	YFL042C
YMR304W	YLL039C
YMR304W	YNL329C
YMR308C	YDL246C
YMR308C	YDR148C
YMR308C	YER045C
YMR308C	YER086W
YMR308C	YGR119C
YMR308C	YGR267C
YMR308C	YHR113W
YMR308C	YIR025W
YMR308C	YJR159W
YMR308C	YKL135C
YMR308C	YKR034W
YMR308C	YLR293C
YMR308C	YMR048W
YMR308C	YOR020C
YMR308C	YOR098C
YMR308C	YOR185C
YMR308C	YOR229W
YMR308C	YOR380W
YMR308C	YPL088W
YMR308C	YPL133C
YMR309C	PRO1608
YMR309C	YJL019W
YMR309C	YNL047C
YMR309C	YNL084C
YMR309C	YNL244C
YMR309C	YOR284W
YMR309C	YPL018W
YMR309C	YPL237W
YMR309C	YPR041W
YMR311C	YER059W
YMR311C	YER133W
YMR312W	YHR187W
YMR314W	CDA03
YMR314W	DAAP-182E11.3
YMR314W	RP11-413M3.9
YMR314W	RP11-730A19.1
YMR314W	YBL023C
YMR314W	YDL084W
YMR314W	YDR448W
YMR314W	YHL009C
YMR314W	YJR074W
YMR314W	YKL130C
YMR314W	YNL199C
YMR314W	YNL229C
YMR314W	YOR380W
YMR314W	YPR135W
YMR314W	hCG_2009220
YMR316W	YER125W
YMR322C	YFL059W
YMR322C	YMR096W
YMR322C	YMR322C
YMR322C	YNL333W
YMR322C	YOR391C
YMR322C	YPL280W
YNL001W	YKR084C
YNL002C	YER126C
YNL002C	YMR290C
YNL002C	YNL002C
YNL002C	YNL110C
YNL012W	YBR250W
YNL016W	YBR010W
YNL016W	YGL122C
YNL016W	YHR089C
YNL016W	YIL079C
YNL020C	YGR241C
YNL021W	YDR510W
YNL021W	YNL021W
YNL023C	YKL130C
YNL023C	YMR224C
YNL023C	YNL135C
YNL024C	YDR386W
YNL025C	YAL021C
YNL025C	YKL032C
YNL025C	YPL042C
YNL029C	YJL019W
YNL030W	YLR399C
YNL037C	YOR136W
YNL039W	PP13275
YNL039W	YGR047C
YNL040W	YNL040W
YNL041C	YDR229W
YNL041C	YGL172W
YNL041C	YGL223C
YNL041C	YLR386W
YNL042W	YDR510W
YNL044W	YDR244W
YNL044W	YGL153W
YNL044W	YNL044W
YNL047C	YML057W
YNL049C	YPR181C
YNL051W	YGL223C
YNL051W	YGR120C
YNL051W	YNL051W
YNL051W	YPR105C
YNL053W	YBL016W
YNL053W	YGR040W
YNL053W	YHR030C
YNL053W	YKL161C
YNL054W	YLR386W
YNL055C	YDR477W
YNL056W	YNL032W
YNL056W	YNL099C
YNL059C	YLR082C
YNL062C	YJL125C
YNL063W	YKL142W
YNL073W	YDR277C
YNL073W	YGR086C
YNL073W	YHR016C
YNL073W	YKL213C
YNL073W	YLL008W
YNL073W	YLR421C
YNL073W	YLR430W
YNL073W	YNL073W
YNL073W	YOL130W
YNL075W	YBR233W
YNL075W	YJR002W
YNL078W	YCL024W
YNL078W	YCR002C
YNL078W	YDL225W
YNL078W	YDR507C
YNL078W	YDR510W
YNL078W	YHR107C
YNL078W	YJR076C
YNL078W	YKR048C
YNL078W	YLR314C
YNL078W	YMR139W
YNL078W	YOL070C
YNL079C	YDL072C
YNL082W	YMR167W
YNL084C	YAL028W
YNL084C	YBL007C
YNL084C	YBR245C
YNL084C	YCL029C
YNL084C	YDR221W
YNL084C	YDR393W
YNL084C	YEL009C
YNL084C	YER018C
YNL084C	YFL008W
YNL084C	YGL002W
YNL084C	YGR089W
YNL084C	YGR241C
YNL084C	YHL002W
YNL084C	YHR110W
YNL084C	YHR158C
YNL084C	YIL144W
YNL084C	YIL159W
YNL084C	YIR006C
YNL084C	YJL049W
YNL084C	YJR035W
YNL084C	YJR147W
YNL084C	YKL023W
YNL084C	YKL042W
YNL084C	YMR053C
YNL084C	YMR054W
YNL084C	YNL084C
YNL084C	YNL103W
YNL084C	YOL034W
YNL084C	YOR117W
YNL084C	YOR259C
YNL084C	YOR324C
YNL084C	YPL174C
YNL084C	YPL216W
YNL084C	YPR141C
YNL085W	YGR178C
YNL086W	RP1-147M19.1
YNL086W	RP11-90M2.2
YNL086W	YEL005C
YNL086W	YGL153W
YNL086W	YGL172W
YNL086W	YGR120C
YNL086W	YKL061W
YNL086W	YKL138C-A
YNL086W	YNL084C
YNL086W	YOR174W
YNL087W	YGL013C
YNL087W	YML072C
YNL087W	YOR086C
YNL088W	YBL105C
YNL088W	YCR077C
YNL088W	YDR510W
YNL088W	YGL017W
YNL090W	YDL240W
YNL090W	YER155C
YNL090W	YLR423C
YNL090W	YPL161C
YNL090W	YPL174C
YNL091W	YIR009W
YNL091W	YKL075C
YNL091W	YNL164C
YNL091W	YNL288W
YNL091W	YOR355W
YNL091W	YPL229W
YNL092W	YDR148C
YNL092W	YDR259C
YNL092W	YJR093C
YNL092W	YJR097W
YNL092W	YML037C
YNL092W	YOR329C
YNL093W	RP11-14H3.2
YNL093W	YAL002W
YNL093W	YER136W
YNL093W	YGR172C
YNL093W	YKR014C
YNL093W	YML001W
YNL093W	YML097C
YNL093W	YNL032W
YNL093W	YNL044W
YNL093W	YNL093W
YNL093W	YNL263C
YNL093W	YOR089C
YNL093W	YOR370C
YNL094W	AL049758.1
YNL094W	DAAP-182E11.3
YNL094W	RP11-266C7.10-001
YNL094W	RP11-395P17.5
YNL094W	YAL049C
YNL094W	YBR260C
YNL094W	YDR388W
YNL094W	YFR024C-A
YNL094W	YHR114W
YNL094W	YNL025C
YNL094W	YOR043W
YNL098C	YAL024C
YNL098C	YPL088W
YNL099C	YNL032W
YNL102W	YBL035C
YNL102W	YGL207W
YNL102W	YPR135W
YNL103W	YDR253C
YNL103W	YGR285C
YNL103W	YIR017C
YNL103W	YNL084C
YNL103W	YNL103W
YNL103W	YNL272C
YNL103W	YPL038W
YNL104C	YKL183W
YNL104C	YNL104C
YNL104C	YOR108W
YNL106C	YPR171W
YNL107W	PRO0992
YNL107W	YDL181W
YNL107W	YDR150W
YNL107W	YDR285W
YNL107W	YDR295C
YNL107W	YDR486C
YNL107W	YEL009C
YNL107W	YEL043W
YNL107W	YER093C
YNL107W	YGL002W
YNL107W	YGL075C
YNL107W	YGL145W
YNL107W	YGR002C
YNL107W	YGR089W
YNL107W	YGR119C
YNL107W	YGR238C
YNL107W	YHR023W
YNL107W	YHR080C
YNL107W	YHR107C
YNL107W	YHR192W
YNL107W	YIL119C
YNL107W	YKL079W
YNL107W	YKL103C
YNL107W	YKL179C
YNL107W	YML104C
YNL107W	YMR054W
YNL107W	YNL084C
YNL107W	YNL107W
YNL107W	YNL225C
YNL107W	YOR212W
YNL107W	YPL216W
YNL110C	YHR052W
YNL110C	YNL002C
YNL110C	YNL110C
YNL111C	YIR033W
YNL111C	YIR038C
YNL111C	YNL111C
YNL113W	YEL003W
YNL113W	YFR011C
YNL113W	YGL090W
YNL113W	YGR089W
YNL113W	YGR218W
YNL113W	YHL018W
YNL113W	YIL021W
YNL113W	YJL049W
YNL113W	YJL113W
YNL113W	YLR266C
YNL113W	YML121W
YNL113W	YNL250W
YNL113W	YPR010C
YNL113W	YPR110C
YNL116W	YDR059C
YNL116W	YDR092W
YNL118C	YAR009C
YNL118C	YBL034C
YNL118C	YBL037W
YNL118C	YBL045C
YNL118C	YBL054W
YNL118C	YCR076C
YNL118C	YCR077C
YNL118C	YDL116W
YNL118C	YDR472W
YNL118C	YEL015W
YNL118C	YGL014W
YNL118C	YGL049C
YNL118C	YGL173C
YNL118C	YGR116W
YNL118C	YHR186C
YNL118C	YIR014W
YNL118C	YIR024C
YNL118C	YKL133C
YNL118C	YKR031C
YNL118C	YKR054C
YNL118C	YLL001W
YNL118C	YLR451W
YNL118C	YML099C
YNL118C	YML112W
YNL118C	YOL149W
YNL118C	YOL151W
YNL118C	YOR023C
YNL118C	YOR093C
YNL118C	YOR124C
YNL118C	YPR160W
YNL119W	YGL211W
YNL119W	YIL008W
YNL122C	YKL061W
YNL124W	HSPC286
YNL124W	YDL140C
YNL124W	YDL208W
YNL124W	YLR175W
YNL124W	YNL124W
YNL126W	YDR356W
YNL126W	YLR212C
YNL126W	YOR043W
YNL127W	YAL016W
YNL127W	YKR055W
YNL131W	YCL056C
YNL135C	RP11-196G18.20-002
YNL135C	YER052C
YNL135C	YMR087W
YNL135C	YPL049C
YNL135C	YPR093C
YNL138W	YFL039C
YNL138W	YHR070W
YNL138W	YJL005W
YNL138W	YMR092C
YNL138W	YNL138W
YNL138W-A	YMR288W
YNL141W	YBR280C
YNL142W	YDL095W
YNL142W	YER072W
YNL142W	YGL084C
YNL142W	YJL012C
YNL142W	YJL097W
YNL142W	YLR175W
YNL142W	YMR011W
YNL142W	YOL109W
YNL142W	YOR332W
YNL146W	PSEC0238
YNL147W	YBL026W
YNL147W	YCR077C
YNL147W	YDL077C
YNL147W	YDR378C
YNL147W	YER146W
YNL147W	YFL066C
YNL147W	YIL112W
YNL147W	YJL124C
YNL147W	YJR022W
YNL147W	YLR438C-A
YNL147W	YMR268C
YNL147W	YPR178W
YNL148C	YJR064W
YNL148C	YML085C
YNL148C	YML124C
YNL149C	YDL100C
YNL149C	YPR018W
YNL152W	YBR038W
YNL152W	YDL117W
YNL152W	YDR388W
YNL152W	YFR028C
YNL152W	YMR032W
YNL153C	YGL115W
YNL153C	YHR113W
YNL154C	YCL054W
YNL154C	YCR011C
YNL154C	YDR264C
YNL154C	YER079W
YNL154C	YKL204W
YNL154C	YMR180C
YNL154C	YMR267W
YNL154C	YOR355W
YNL155W	YBL058W
YNL155W	YDL126C
YNL157W	YLR131C
YNL159C	YNL159C
YNL161W	YCL032W
YNL161W	YCL051W
YNL161W	YDR103W
YNL161W	YDR293C
YNL161W	YER036C
YNL161W	YFL034C-B
YNL161W	YHL007C
YNL161W	YHR102W
YNL161W	YIL038C
YNL161W	YIL129C
YNL161W	YKL189W
YNL161W	YLR131C
YNL161W	YNL161W
YNL161W	YNL272C
YNL161W	YOL036W
YNL161W	YOR353C
YNL166C	YHR107C
YNL166C	YJR076C
YNL166C	YKL048C
YNL167C	YBR182C
YNL172W	YBR046C
YNL172W	YDL169C
YNL172W	YDR156W
YNL172W	YEL032W
YNL172W	YGR131W
YNL172W	YHR152W
YNL172W	YJL013C
YNL172W	YMR224C
YNL172W	YMR236W
YNL172W	YOR163W
YNL172W	YOR179C
YNL172W	YOR315W
YNL172W	YPL209C
YNL175C	YPL043W
YNL178W	YKL143W
YNL178W	YPL239W
YNL180C	YFL047W
YNL180C	YPL100W
YNL181W	YGR149W
YNL182C	YBR060C
YNL182C	YDR259C
YNL182C	YDR393W
YNL182C	YER093C
YNL182C	YGL093W
YNL182C	YGL180W
YNL182C	YHR206W
YNL182C	YJL194W
YNL182C	YJR021C
YNL182C	YJR046W
YNL182C	YKL073W
YNL182C	YKR035W-A
YNL182C	YLR025W
YNL182C	YLR423C
YNL182C	YML111W
YNL182C	YNL091W
YNL182C	YNL225C
YNL182C	YPR018W
YNL182C	YPR019W
YNL186W	YDR227W
YNL186W	YGR090W
YNL186W	YKL078W
YNL188W	YAL047C
YNL189W	BM-015
YNL189W	OK/SW-cl.121
YNL189W	RP11-807G9.1
YNL189W	YAL054C
YNL189W	YBR072W
YNL189W	YBR080C
YNL189W	YBR137W
YNL189W	YBR176W
YNL189W	YCL028W
YNL189W	YCL040W
YNL189W	YCR076C
YNL189W	YDR100W
YNL189W	YDR174W
YNL189W	YDR201W
YNL189W	YDR256C
YNL189W	YDR318W
YNL189W	YDR383C
YNL189W	YDR453C
YNL189W	YDR480W
YNL189W	YDR487C
YNL189W	YDR510W
YNL189W	YDR533C
YNL189W	YEL066W
YNL189W	YER107C
YNL189W	YFL010C
YNL189W	YFL039C
YNL189W	YFL059W
YNL189W	YFR047C
YNL189W	YGL037C
YNL189W	YGL040C
YNL189W	YGL166W
YNL189W	YGL175C
YNL189W	YGL221C
YNL189W	YGR010W
YNL189W	YGR024C
YNL189W	YGR136W
YNL189W	YGR144W
YNL189W	YGR192C
YNL189W	YGR267C
YNL189W	YHL018W
YNL189W	YHR025W
YNL189W	YHR112C
YNL189W	YHR113W
YNL189W	YHR216W
YNL189W	YIR011C
YNL189W	YJL218W
YNL189W	YJR010W
YNL189W	YJR056C
YNL189W	YKL067W
YNL189W	YKL103C
YNL189W	YKL130C
YNL189W	YLR209C
YNL189W	YLR245C
YNL189W	YLR328W
YNL189W	YLR377C
YNL189W	YML042W
YNL189W	YMR239C
YNL189W	YNL044W
YNL189W	YNL331C
YNL189W	YOL082W
YNL189W	YOR020C
YNL189W	YOR095C
YNL189W	YOR155C
YNL189W	YOR229W
YNL189W	YOR284W
YNL189W	YOR380W
YNL189W	YPL049C
YNL189W	YPL088W
YNL189W	YPL111W
YNL189W	YPR193C
YNL191W	YBR281C
YNL201C	YBL046W
YNL201C	YFL056C
YNL201C	YGR063C
YNL201C	YML010W
YNL201C	YOR047C
YNL201C	YOR355W
YNL201C	YPL153C
YNL201C	YPR115W
YNL204C	YDR100W
YNL204C	YJL151C
YNL210W	YDL030W
YNL210W	YDL043C
YNL210W	YDL087C
YNL210W	YDR240C
YNL210W	YGR013W
YNL210W	YKL074C
YNL210W	YKL142W
YNL210W	YLR116W
YNL214W	YDL065C
YNL214W	YDR244W
YNL214W	YGL153W
YNL214W	YMR204C
YNL216W	YBR275C
YNL216W	YDR171W
YNL216W	YDR227W
YNL216W	YLR442C
YNL216W	YLR453C
YNL216W	YPL075W
YNL217W	PSEC0238
YNL217W	YIR038C
YNL218W	LA16c-358B7.1
YNL218W	RP4-622L5.1
YNL218W	YBR088C
YNL218W	YJL030W
YNL218W	YNL218W
YNL219C	YAR027W
YNL219C	YIR033W
YNL219C	YIR038C
YNL219C	YML029W
YNL219C	YPL094C
YNL221C	YBR257W
YNL221C	YDR478W
YNL221C	YGR030C
YNL221C	YHR062C
YNL221C	YNL282W
YNL222W	YAL043C
YNL222W	YHR113W
YNL222W	YLR115W
YNL222W	YOR151C
YNL223W	YBL078C
YNL223W	YFL037W
YNL223W	YML085C
YNL224C	YGL120C
YNL224C	YLR424W
YNL225C	YAR018C
YNL225C	YDL087C
YNL225C	YIL038C
YNL225C	YJR112W
YNL225C	YJR147W
YNL225C	YKL042W
YNL225C	YLR227C
YNL225C	YLR454W
YNL225C	YML104C
YNL225C	YMR054W
YNL225C	YNL084C
YNL225C	YNL107W
YNL225C	YNL225C
YNL225C	YOL091W
YNL225C	YOR129C
YNL225C	YOR373W
YNL225C	YPL018W
YNL225C	YPL216W
YNL229C	YER040W
YNL229C	YJL110C
YNL229C	YNL229C
YNL233W	YER133W
YNL233W	YHR061C
YNL236W	YDR054C
YNL236W	YFR033C
YNL236W	YGL238W
YNL236W	YGR046W
YNL236W	YGR117C
YNL236W	YJL013C
YNL236W	YJL030W
YNL236W	YJR034W
YNL236W	YKL012W
YNL236W	YOR355W
YNL238W	YBL007C
YNL238W	YHR108W
YNL242W	YDL149W
YNL242W	YFR021W
YNL243W	YAL011W
YNL243W	YBL105C
YNL243W	YDR130C
YNL243W	YDR295C
YNL243W	YGR167W
YNL243W	YHR016C
YNL243W	YJL049W
YNL243W	YML104C
YNL243W	YNL020C
YNL243W	YNL094W
YNL243W	YNL243W
YNL243W	YNL298W
YNL243W	YOL088C
YNL243W	YOR124C
YNL243W	YOR284W
YNL243W	YOR329C
YNL244C	YMR309C
YNL248C	YJL148W
YNL249C	YNL249C
YNL249C	YPL125W
YNL250W	YDR295C
YNL250W	YFL008W
YNL250W	YMR224C
YNL250W	YNL084C
YNL250W	YNL250W
YNL250W	YOL069W
YNL251C	YDL140C
YNL251C	YNR024W
YNL251C	YOL115W
YNL251C	YPL190C
YNL258C	YDR498C
YNL258C	YFR051C
YNL258C	YGL098W
YNL258C	YGL145W
YNL258C	YKR022C
YNL258C	YLR440C
YNL259C	YDR270W
YNL261W	YBR060C
YNL261W	YDR310C
YNL261W	YHR031C
YNL261W	YLR002C
YNL261W	YLR182W
YNL261W	YMR036C
YNL261W	YNL261W
YNL261W	YPR018W
YNL261W	YPR162C
YNL262W	YBR278W
YNL262W	YCL061C
YNL262W	YDR121W
YNL262W	YFL008W
YNL262W	YHR154W
YNL262W	YJL090C
YNL262W	YMR078C
YNL262W	YNL262W
YNL262W	YNL299W
YNL262W	YOL115W
YNL262W	YPR175W
YNL263C	YAR027W
YNL263C	YBR264C
YNL263C	YDR479C
YNL263C	YER031C
YNL263C	YFL005W
YNL263C	YFL038C
YNL263C	YGL198W
YNL263C	YGL210W
YNL263C	YGR172C
YNL263C	YIR033W
YNL263C	YIR038C
YNL263C	YML001W
YNL263C	YNL044W
YNL263C	YNL093W
YNL263C	YOR089C
YNL263C	YPR028W
YNL264C	YPL272C
YNL265C	YJL049W
YNL267W	YDR099W
YNL267W	YDR170C
YNL267W	YDR373W
YNL267W	YEL022W
YNL267W	YER177W
YNL267W	YGL106W
YNL271C	YCL027W
YNL271C	YFL039C
YNL271C	YLL021W
YNL271C	YLR229C
YNL271C	YLR319C
YNL271C	YMR032W
YNL271C	YNL271C
YNL271C	YOR122C
YNL272C	YDL077C
YNL272C	YDR201W
YNL272C	YDR393W
YNL272C	YFL005W
YNL272C	YFL023W
YNL272C	YGL086W
YNL272C	YGL180W
YNL272C	YHR023W
YNL272C	YIL144W
YNL272C	YKL050C
YNL272C	YKL061W
YNL272C	YKL079W
YNL272C	YLR026C
YNL272C	YLR078C
YNL272C	YNL084C
YNL272C	YNL103W
YNL272C	YNL272C
YNL272C	YOR259C
YNL272C	YPL174C
YNL273W	YMR048W
YNL277W	YNL277W
YNL286W	YMR288W
YNL286W	YOR284W
YNL287W	YBR281C
YNL287W	YJR031C
YNL288W	OK/SW-cl.121
YNL288W	RP11-129O7.1
YNL288W	RP11-196G18.20-002
YNL288W	RP11-374F3.1
YNL288W	RP11-395P17.5
YNL288W	RP3-423B22.1
YNL288W	RSD9
YNL288W	YBR080C
YNL288W	YBR233W
YNL288W	YCL028W
YNL288W	YDR443C
YNL288W	YGR092W
YNL288W	YHL018W
YNL288W	YLR245C
YNL288W	YLR423C
YNL288W	YNR052C
YNL288W	YOR095C
YNL288W	YOR284W
YNL289W	YAL005C
YNL289W	YHR042W
YNL289W	YJR072C
YNL289W	YOR032C
YNL293W	YLL021W
YNL293W	YNL271C
YNL298W	YHR107C
YNL299W	YJL050W
YNL299W	YJL090C
YNL299W	YNL262W
YNL299W	YPR175W
YNL304W	YER136W
YNL304W	YLR190W
YNL304W	YNL044W
YNL304W	YOR326W
YNL307C	YAL038W
YNL307C	YPL153C
YNL308C	YDR201W
YNL308C	YMR235C
YNL308C	YOR259C
YNL308C	YPL074W
YNL311C	YCR086W
YNL311C	YIL074C
YNL311C	YKL001C
YNL312W	YAR007C
YNL312W	YCR066W
YNL312W	YJL173C
YNL312W	YNL312W
YNL314W	YIR023W
YNL314W	YNL314W
YNL315C	RP11-56N19.3
YNL315C	YAR027W
YNL315C	YDR100W
YNL315C	YER118C
YNL315C	YGL053W
YNL315C	YJR121W
YNL315C	YMR071C
YNL315C	YNL044W
YNL316C	YOL082W
YNL323W	YER166W
YNL325C	YLR386W
YNL326C	PSEC0238
YNL329C	YDL166C
YNL329C	YKL197C
YNL329C	YMR304W
YNL329C	YOL044W
YNL330C	YJR032W
YNL330C	YLR216C
YNL331C	YNL331C
YNL333W	YFL059W
YNL333W	YMR095C
YNL333W	YNL333W
YNL334C	YFL059W
YNL334C	YMR095C
YNL334C	YMR096W
YNL334C	YNL333W
YNR003C	YNL151C
YNR003C	YPR190C
YNR004W	YPL157W
YNR006W	YCL008C
YNR006W	YHL002W
YNR007C	YBL078C
YNR007C	YHR171W
YNR010W	YOR174W
YNR011C	RP3-423B22.1
YNR011C	YER172C
YNR011C	YMR288W
YNR011C	YNL041C
YNR011C	YOR148C
YNR012W	LA16c-358B7.1
YNR012W	YDR020C
YNR012W	YNR012W
YNR014W	YGR178C
YNR017W	YPL063W
YNR024W	YOR001W
YNR027W	YEL029C
YNR029C	YJL065C
YNR030W	YIR033W
YNR030W	YIR038C
YNR031C	YFL039C
YNR032C-A	AT2G40650
YNR032C-A	PF11_0336
YNR032C-A	PFC1060c
YNR032C-A	YOR308C
YNR032W	YGR123C
YNR032W	YLR216C
YNR032W	YMR186W
YNR034W	YDL070W
YNR034W	YLR273C
YNR034W	YOR178C
YNR038W	YFR001W
YNR038W	YJR041C
YNR038W	YKL014C
YNR038W	YKL082C
YNR038W	YNL002C
YNR038W	YNR053C
YNR038W	YOR294W
YNR045W	YGR222W
YNR046W	YCR047C
YNR046W	YDR140W
YNR046W	YLR321C
YNR048W	YMR162C
YNR049C	YDR164C
YNR049C	YMR183C
YNR049C	YPL232W
YNR051C	YER151C
YNR052C	YAL021C
YNR052C	YCR093W
YNR052C	YDL160C
YNR052C	YDL165W
YNR052C	YDR443C
YNR052C	YGR092W
YNR064C	YNR064C
YNR067C	YDL100C
YNR068C	YNR069C
YNR075W	YDR479C
YOL003C	PSEC0238
YOL003C	YDR479C
